dataset,site,n_site,panel,base_rate,n_panels,pooled_on_site,within_site,values_on_site
cand_eicu_regime,60,644,3,0.029503105590062112,30,0.9983157894736843,0.7530947368421053,0.5316210526315789
cand_eicu_regime,61,629,3,0.06518282988871224,30,0.9973867595818815,0.9665463746474199,0.6272191803550689
cand_eicu_regime,68,1160,3,0.13793103448275862,30,0.995928125,0.99538125,0.511
cand_eicu_regime,72,552,3,0.07789855072463768,30,0.996596152967515,0.8506647781788276,0.5040434961392608
cand_eicu_regime,81,649,3,0.04468412942989214,30,0.9987208008898777,0.8211902113459398,0.4682703003337041
cand_eicu_regime,83,547,3,0.051188299817184646,30,1.0,0.9695843655381228,0.4842072667217176
cand_eicu_regime,86,623,3,0.13001605136436598,30,0.9968110792219034,0.929741241856863,0.4848070702929252
cand_eicu_regime,87,575,3,0.19130434782608696,30,0.9968914956011731,0.9887878787878789,0.5125806451612903
cand_eicu_regime,88,673,3,0.03566121842496285,30,1.0,0.9095724191063175,0.5609912686183872
cand_eicu_regime,89,665,3,0.25413533834586466,30,0.9851235922886048,0.9826600973468219,0.5039487497614048
cand_eicu_regime,90,1593,3,0.023854362837413684,30,0.9988576747334574,0.8191402944660687,0.4595870705703165
cand_eicu_regime,94,1239,3,0.02824858757062147,30,0.9991219743711438,0.9770526815377314,0.4257475083056478
cand_eicu_regime,96,759,3,0.11594202898550725,30,0.9876710472835659,0.9485249288714267,0.5021677279501423
cand_eicu_regime,98,1228,3,0.07084690553745929,30,0.9969123676549104,0.9985040345734233,0.59727301117189
cand_eicu_regime,POOLED,47701,4,0.10410683214188382,30,0.9710526561311903,nan,0.5042187730669406
cand_eicu_regime,3,2230,4,0.16322869955156952,30,0.9987669752541135,0.9987662391199369,0.49288673545104417
cand_eicu_regime,6,619,4,0.4458804523424879,30,0.963768115942029,0.9797027506654836,0.5170596188786073
cand_eicu_regime,7,1066,4,0.2448405253283302,30,0.9840484519644939,0.9876990076390376,0.4918897694010137
cand_eicu_regime,10,499,4,0.02404809619238477,30,1.0,0.9041752224503765,0.5610027378507871
cand_eicu_regime,14,569,4,0.040421792618629174,30,0.9999999999999999,0.9758321388756171,0.4201305940436375
cand_eicu_regime,19,942,4,0.044585987261146494,30,0.9966666666666666,0.9673677248677248,0.46165343915343915
cand_eicu_regime,21,765,4,0.054901960784313725,30,1.0,0.9823816110123165,0.4590001975894092
cand_eicu_regime,24,551,4,0.06352087114337568,30,1.0,0.9598006644518272,0.5019102990033223
cand_eicu_regime,26,758,4,0.06728232189973615,30,0.9212496879940095,0.7433369387358904,0.47394403305876803
cand_eicu_regime,28,631,4,0.10618066561014262,30,1.0,0.9856965174129352,0.45173070816132105
cand_eicu_regime,30,926,4,0.023758099352051837,30,0.9904967819790829,0.94152252614642,0.44539420756234915
cand_eicu_regime,34,1127,4,0.12688553682342502,30,1.0,1.0,0.5345563988856672
cand_eicu_regime,42,1296,4,0.12808641975308643,30,0.999840068237552,1.0,0.48723744535664787
cand_eicu_regime,45,599,4,0.06343906510851419,30,1.0,0.9330847171404447,0.4712918660287081
cand_eicu_regime,46,1124,4,0.07028469750889679,30,1.0,0.9459451274907638,0.5001695839137544
cand_eicu_regime,49,1878,4,0.5026624068157615,30,0.6840764844118608,0.7878219930679055,0.5087552852683919
cand_eicu_regime,58,880,4,0.10113636363636364,30,1.0,0.9339266182758278,0.5322305714569808
